date_only,daily_pnl
2025-01-18,443.2330819999997
2025-01-19,87923.799302
2025-01-20,87277.239173
2025-01-21,11077.839421
2025-01-22,20524.408057
2025-01-23,101256.24216
2025-01-24,10602.779738
2025-01-25,-10348.016255999999
2025-01-26,40823.466668
2025-01-27,41331.765392
2025-01-28,17979.613973
2025-01-29,23421.01147
2025-01-30,23097.471385
2025-01-31,35868.296773
2025-02-01,32300.205017
2025-02-02,162854.759623
2025-02-03,348871.326269
2025-02-04,416876.88812
2025-02-05,56706.235562
2025-02-06,33803.799733
2025-02-07,22450.002091
2025-02-08,586.703253
2025-02-09,150551.829492
2025-02-10,63908.49465
2025-02-11,-6093.784817
2025-02-12,19848.635032
2025-02-13,27829.534238
2025-02-14,213860.675308
2025-02-15,45042.92701
2025-02-16,2369.478425
2025-02-17,1818.573295
2025-02-18,91204.672403
2025-02-19,14985.794701
2025-02-20,46008.794102
2025-02-21,119693.49395
2025-02-22,25278.704178
2025-02-23,10656.934251
2025-02-24,38470.176242
2025-02-25,204762.177034
2025-02-26,63229.063129
2025-02-27,-36525.167517
2025-02-28,225628.108748
2025-03-01,10596.108968
2025-03-02,66914.320708
2025-03-03,616413.032233
2025-03-04,182075.566585
2025-03-05,269328.365917
2025-03-06,16101.125561
2025-03-07,150236.061627
2025-03-08,24700.773359
2025-03-09,19773.457395
2025-03-10,-10010.027269999999
2025-03-11,-76880.729036
2025-03-12,288105.984215
2025-03-13,14114.870873
2025-03-14,68646.160089
2025-03-15,78694.624572
2025-03-16,-7910.943544999999
2025-03-17,26163.906513
2025-03-18,72322.788824
2025-03-19,29374.682341
2025-03-20,10246.859436
2025-03-21,6951.270374
2025-03-22,12498.535254
2025-03-23,14047.421585
2025-03-24,107878.961301
2025-03-25,32030.90678
2025-03-26,15802.167427
2025-03-27,58825.359221
2025-03-28,21337.179335
2025-03-29,12098.872931
2025-03-30,15795.11514
2025-03-31,6978.184557
2025-04-01,-2202.6622420000003
2025-04-02,202212.740938
2025-04-03,-2365.961276
2025-04-04,-25515.678949999998
2025-04-05,35907.33771
2025-04-06,47053.449272
2025-04-07,34527.370305
2025-04-08,34899.394798
2025-04-09,43120.444797
2025-04-10,158261.822261
2025-04-11,126406.479081
2025-04-12,410419.694533
2025-04-13,48696.021521
2025-04-14,45680.443063
2025-04-15,72357.706282
2025-04-16,58631.730257
2025-04-17,5427.919886
2025-04-18,4880.4047439999995
2025-04-19,71950.577495
2025-04-20,25060.341936
2025-04-21,34369.267906999994
2025-04-22,58652.763578
2025-04-23,-419020.225731
2025-04-24,50704.395965
2025-04-25,20218.859206
2025-04-26,-4125.753942
2025-04-27,2702.067468
2025-04-28,36906.813759
2025-04-29,125749.613427
2025-04-30,14003.797269
2025-05-01,54536.829297000004
